Starting Setup...
Data Rate : 4
Calculating Current Offset...
Current Offset: 62.45
Begging Data Collection in 2 Seconds...
"Time[ms], Throttle[1000 -> 2000], Current[A], Frequency [Hz]"
"28789,1000,-0.02,100"
"28800,1000,-0.08,90"
"28811,1000,-0.05,90"
"28821,1000,-0.07,100"
"28831,1000,-0.06,100"
"28843,1000,-0.04,83"
"28853,1000,-0.04,100"
"28863,1000,-0.02,100"
"28873,1000,-0.02,100"
"28884,1000,-0.07,90"
"28895,1000,-0.09,90"
"28905,1000,-0.04,100"
"28916,1000,-0.03,90"
"28926,1000,-0.02,100"
"28937,1000,0.01,90"
"28948,1000,0.07,90"
"28958,1000,0.02,100"
"28968,1000,-0.02,100"
"28980,1000,0.00,83"
"28990,1000,-0.04,100"
"29000,1000,-0.03,100"
"29010,1000,-0.03,100"
"29022,1000,-0.02,83"
"29032,1000,-0.01,100"
"29042,1000,-0.00,100"
"29053,1000,0.02,90"
"29064,1000,0.02,90"
"29074,1000,0.02,100"
"29085,1000,0.02,90"
"29095,1000,0.04,100"
"29106,1000,0.01,90"
"29116,1000,0.01,100"
"29127,1000,-0.03,90"
"29137,1000,0.01,100"
"29148,1000,-0.05,90"
"29159,1000,-0.05,90"
"29169,1000,-0.07,100"
"29179,1000,-0.09,100"
"29191,1000,-0.06,83"
"29201,1000,-0.05,100"
"29211,1000,-0.05,100"
"29222,1000,-0.04,90"
"29233,1000,-0.06,90"
"29243,1000,-0.06,100"
"29254,1000,-0.02,90"
"29264,1000,-0.08,100"
"29275,1000,-0.04,90"
"29285,1000,-0.05,100"
"29296,1000,-0.03,90"
"29306,1000,-0.06,100"
"29317,1000,-0.03,90"
"29328,1000,0.01,90"
"29338,1000,0.04,100"
"29348,1000,0.01,100"
"29360,1000,-0.01,83"
"29370,1000,0.00,100"
"29380,1000,0.03,100"
"29391,1000,-0.00,90"
"29402,1000,0.01,90"
"29412,1000,-0.00,100"
"29423,1000,0.00,90"
"29433,1000,-0.04,100"
"29444,1000,-0.04,90"
"29454,1000,-0.08,100"
"29465,1000,-0.10,90"
"29475,1000,-0.06,100"
"29486,1000,-0.00,90"
"29497,1000,-0.04,90"
"29507,1000,0.00,100"
"29517,1000,-0.01,100"
"29529,1000,-0.03,83"
"29539,1000,-0.05,100"
"29549,1000,-0.01,100"
"29560,1000,0.03,90"
"29571,1000,0.01,90"
"29581,1000,-0.01,100"
"29592,1000,-0.00,90"
"29602,1000,-0.03,100"
"29613,1000,-0.03,90"
"29623,1000,-0.04,100"
"29634,1000,-0.01,90"
"29644,1000,-0.02,100"
"29655,1000,-0.01,90"
"29666,1000,0.04,90"
"29676,1000,0.07,100"
"29686,1000,0.04,100"
"29698,1000,0.01,83"
"29708,1000,0.02,100"
"29718,1000,-0.02,100"
"29729,1000,-0.06,90"
"29740,1000,-0.01,90"
"29750,1000,0.02,100"
"29760,1000,-0.00,100"
"29771,1000,-0.06,90"
"29782,1000,-0.04,90"
"29792,1000,-0.04,100"
"29803,1000,-0.07,90"
"29813,1000,-0.08,100"
"29824,1000,-0.09,90"
"29835,1000,-0.04,90"
"29845,1000,-0.04,100"
"29855,1000,-0.02,100"
"29867,1000,-0.05,83"
"29877,1000,-0.03,100"
"29887,1000,-0.08,100"
"29898,1000,-0.03,90"
"29908,1000,-0.02,100"
"29919,1000,-0.01,90"
"29929,1000,-0.01,100"
"29940,1000,-0.09,90"
"29950,1000,-0.09,100"
"29961,1000,-0.09,90"
"29972,1000,-0.01,90"
"29982,1000,-0.02,100"
"29992,1000,-0.04,100"
"30004,1000,-0.02,83"
"30014,1000,-0.04,100"
"30024,1000,-0.00,100"
"30035,1000,-0.00,90"
"30046,1000,0.05,90"
"30056,1000,0.05,100"
"30066,1000,-0.01,100"
"30077,1000,0.02,90"
"30088,1000,0.03,90"
"30098,1000,0.01,100"
"30109,1000,-0.02,90"
"30119,1000,-0.04,100"
"30130,1000,-0.03,90"
"30141,1000,-0.03,90"
"30151,1000,-0.03,100"
"30161,1000,-0.01,100"
"30173,1000,0.01,83"
"30183,1000,-0.00,100"
"30193,1000,0.03,100"
"30203,1000,0.05,100"
"30215,1000,-0.02,83"
"30225,1000,0.01,100"
"30235,1000,0.00,100"
"30246,1000,-0.00,90"
"30257,1000,-0.01,90"
"30267,1000,-0.03,100"
"30278,1000,-0.03,90"
"30288,1000,-0.05,100"
"30299,1000,-0.02,90"
"30310,1000,-0.02,90"
"30320,1000,0.01,100"
"30330,1000,-0.02,100"
"30342,1000,0.01,83"
"30352,1000,-0.01,100"
"30362,1000,-0.00,100"
"30372,1000,0.03,100"
"30384,1000,0.04,83"
"30394,1000,0.02,100"
"30404,1000,0.02,100"
"30415,1000,-0.03,90"
"30426,1000,-0.05,90"
"30436,1000,-0.07,100"
"30447,1000,-0.02,90"
"30457,1000,-0.00,100"
"30468,1000,0.01,90"
"30479,1000,-0.00,90"
"30489,1000,-0.03,100"
"30499,1000,0.01,100"
"30511,1000,-0.02,83"
"30521,1000,0.00,100"
"30531,1000,-0.05,100"
"30541,1000,-0.04,100"
"30553,1000,0.00,83"
"30563,1000,0.01,100"
"30573,1000,-0.07,100"
"30584,1000,-0.04,90"
"30595,1000,-0.01,90"
"30605,1000,0.01,100"
"30616,1000,-0.00,90"
"30626,1000,0.01,100"
"30637,1000,0.02,90"
"30648,1000,-0.01,90"
"30658,1000,-0.01,100"
"30668,1000,0.01,100"
"30680,1000,0.02,83"
"30690,1000,0.01,100"
"30700,1000,-0.02,100"
"30710,1000,0.00,100"
"30722,1000,-0.02,83"
"30732,1000,-0.04,100"
"30742,1000,-0.03,100"
"30753,1000,-0.04,90"
"30764,1000,-0.01,90"
"30774,1000,-0.08,100"
"30785,1000,-0.04,90"
"30795,1000,-0.04,100"
"30806,1000,-0.06,90"
"30817,1000,-0.05,90"
"30827,1000,-0.03,100"
"30837,1000,-0.00,100"
"30849,1000,-0.03,83"
"30859,1000,0.01,100"
"30869,1000,-0.01,100"
"30879,1000,0.02,100"
"30891,1000,0.02,83"
"30901,1000,-0.04,100"
"30911,1000,-0.02,100"
"30922,1000,-0.03,90"
"30932,1000,0.04,100"
"30943,1000,-0.01,90"
"30954,1000,0.02,90"
"30964,1000,0.01,100"
"30974,1000,-0.02,100"
"30986,1000,-0.04,83"
"30996,1000,-0.06,100"
"31006,1000,-0.07,100"
"31017,1000,-0.05,90"
"31028,1000,-0.04,90"
"31038,1000,-0.01,100"
"31048,1000,-0.07,100"
"31059,1000,-0.06,90"
"31070,1000,-0.06,90"
"31080,1000,-0.05,100"
"31091,1000,-0.04,90"
"31101,1000,-0.04,100"
"31112,1000,0.00,90"
"31123,1000,-0.01,90"
"31133,1000,0.01,100"
"31143,1000,0.02,100"
"31155,1000,-0.00,83"
"31165,1000,-0.01,100"
"31175,1000,0.01,100"
"31186,1000,-0.01,90"
"31197,1000,-0.07,90"
"31207,1000,-0.09,100"
"31217,1000,-0.06,100"
"31228,1000,-0.11,90"
"31239,1000,-0.08,90"
"31249,1000,-0.06,100"
"31260,1000,-0.05,90"
"31270,1000,-0.05,100"
"31281,1000,-0.06,90"
"31292,1000,-0.04,90"
"31302,1000,-0.03,100"
"31312,1000,-0.04,100"
"31324,1000,-0.01,83"
"31334,1000,-0.06,100"
"31344,1000,-0.08,100"
"31355,1000,-0.08,90"
"31366,1000,-0.10,90"
"31376,1000,-0.07,100"
"31386,1000,-0.05,100"
"31397,1000,-0.06,90"
"31408,1000,-0.07,90"
"31418,1000,-0.06,100"
"31429,1000,-0.05,90"
"31439,1000,-0.04,100"
"31450,1000,-0.05,90"
"31461,1000,-0.05,90"
"31471,1000,-0.04,100"
"31481,1000,-0.04,100"
"31493,1000,-0.05,83"
"31503,1000,-0.02,100"
"31513,1000,-0.00,100"
"31523,1000,-0.06,100"
"31535,1000,-0.02,83"
"31545,1000,0.02,100"
"31555,1000,-0.03,100"
"31566,1000,0.01,90"
"31577,1000,-0.08,90"
"31587,1000,-0.04,100"
"31598,1000,0.04,90"
"31608,1000,-0.05,100"
"31619,1000,-0.02,90"
"31630,1000,-0.03,90"
"31640,1000,-0.09,100"
"31650,1000,-0.03,100"
"31662,1000,-0.05,83"
"31672,1000,-0.04,100"
"31682,1000,-0.03,100"
"31693,1000,-0.04,90"
"31704,1000,-0.02,90"
"31714,1000,0.02,100"
"31724,1000,-0.01,100"
"31735,1000,-0.03,90"
"31746,1000,-0.04,90"
"31756,1000,-0.03,100"
"31767,1000,-0.02,90"
"31777,1000,-0.04,100"
"31788,1000,-0.00,90"
"31799,1000,-0.06,90"
"31809,1000,-0.04,100"
"31819,1000,-0.03,100"
"31831,1000,-0.09,83"
"31841,1000,-0.08,100"
"31851,1000,-0.04,100"
"31862,1000,-0.05,90"
"31873,1000,-0.08,90"
"31883,1000,-0.00,100"
"31894,1000,-0.02,90"
"31904,1000,-0.05,100"
"31915,1000,-0.06,90"
"31925,1000,-0.06,100"
"31936,1000,-0.03,90"
"31946,1000,-0.04,100"
"31956,1000,-0.02,100"
"31968,1000,0.01,83"
"31978,1000,-0.01,100"
"31988,1000,0.01,100"
"32000,1000,0.03,83"
"32010,1000,-0.00,100"
"32020,1000,-0.02,100"
"32031,1000,0.01,90"
"32041,1000,0.02,100"
"32052,1000,-0.02,90"
"32063,1000,0.01,90"
"32073,1000,0.00,100"
"32083,1000,-0.00,100"
"32094,1000,0.06,90"
"32105,1000,0.06,90"
"32115,1000,0.01,100"
"32125,1000,-0.00,100"
"32137,1000,0.03,83"
"32147,1000,-0.03,100"
"32157,1000,-0.04,100"
"32168,1000,-0.02,90"
"32179,1000,-0.05,90"
"32189,1000,-0.07,100"
"32200,1000,-0.05,90"
"32210,1000,-0.03,100"
"32221,1000,-0.06,90"
"32232,1000,-0.09,90"
"32242,1000,-0.05,100"
"32252,1000,-0.04,100"
"32264,1000,-0.03,83"
"32274,1000,-0.04,100"
"32284,1000,-0.03,100"
"32294,1000,-0.04,100"
"32306,1000,-0.12,83"
"32316,1000,-0.07,100"
"32326,1000,-0.08,100"
"32337,1000,-0.06,90"
"32348,1000,-0.12,90"
"32358,1000,-0.06,100"
"32369,1000,-0.14,90"
"32379,1000,-0.10,100"
"32390,1000,-0.07,90"
"32401,1000,-0.08,90"
"32411,1000,-0.04,100"
"32421,1000,-0.04,100"
"32433,1000,-0.01,83"
"32443,1000,-0.02,100"
"32453,1000,-0.02,100"
"32464,1000,-0.04,90"
"32475,1000,-0.04,90"
"32485,1000,-0.06,100"
"32495,1000,-0.03,100"
"32506,1000,-0.05,90"
"32517,1000,-0.04,90"
"32527,1000,-0.02,100"
"32538,1000,-0.00,90"
"32548,1000,-0.04,100"
"32559,1000,-0.03,90"
"32570,1000,-0.07,90"
"32580,1000,-0.07,100"
"32590,1000,-0.07,100"
"32602,1000,-0.07,83"
"32612,1000,-0.05,100"
"32622,1000,-0.04,100"
"32632,1000,-0.02,100"
"32644,1000,-0.03,83"
"32654,1000,-0.04,100"
"32664,1000,0.03,100"
"32675,1000,-0.03,90"
"32686,1000,0.01,90"
"32696,1000,0.01,100"
"32707,1000,-0.02,90"
"32717,1000,0.01,100"
"32728,1000,-0.02,90"
"32739,1000,0.04,90"
"32749,1000,0.05,100"
"32759,1000,-0.01,100"
"32770,1000,0.02,90"
"32781,1000,-0.01,90"
"32791,1000,0.02,100"
"32801,1000,0.05,100"
"32813,1000,0.04,83"
"32823,1000,0.03,100"
"32833,1000,0.02,100"
"32844,1000,0.06,90"
"32855,1000,0.01,90"
"32865,1000,-0.03,100"
"32876,1000,-0.02,90"
"32886,1000,-0.00,100"
"32897,1000,0.01,90"
"32907,1000,0.02,100"
"32918,1000,0.01,90"
"32928,1000,-0.02,100"
"32939,1000,-0.00,90"
"32950,1000,0.02,90"
"32960,1000,-0.00,100"
"32970,1000,-0.04,100"
"32982,1000,-0.04,83"
"32992,1000,-0.03,100"
"33002,1000,-0.02,100"
"33013,1000,-0.03,90"
"33024,1000,0.01,90"
"33034,1000,0.01,100"
"33044,1000,-0.01,100"
"33055,1000,-0.05,90"
"33065,1000,-0.01,100"
"33076,1000,-0.00,90"
"33087,1000,0.04,90"
"33097,1000,-0.03,100"
"33107,1000,-0.05,100"
"33119,1000,0.00,83"
"33129,1000,-0.00,100"
"33139,1000,-0.03,100"
"33150,1000,0.02,90"
"33161,1000,0.01,90"
"33171,1000,0.01,100"
"33182,1000,-0.01,90"
"33192,1000,-0.02,100"
"33203,1000,-0.01,90"
"33213,1000,-0.07,100"
"33224,1000,-0.03,90"
"33234,1000,-0.02,100"
"33245,1000,-0.03,90"
"33256,1000,-0.05,90"
"33266,1000,0.01,100"
"33276,1000,0.03,100"
"33288,1000,0.03,83"
"33298,1000,0.04,100"
"33308,1000,0.07,100"
"33319,1000,0.02,90"
"33330,1000,0.04,90"
"33340,1000,-0.01,100"
"33351,1000,-0.00,90"
"33361,1000,-0.05,100"
"33372,1000,-0.03,90"
"33382,1000,-0.00,100"
"33393,1000,-0.01,90"
"33403,1000,-0.00,100"
"33414,1000,0.01,90"
"33425,1000,0.04,90"
"33435,1000,0.02,100"
"33445,1000,0.04,100"
"33457,1000,0.05,83"
"33467,1000,0.04,100"
"33477,1000,0.08,100"
"33488,1000,0.04,90"
"33499,1000,0.06,90"
"33509,1000,0.01,100"
"33519,1000,-0.04,100"
"33530,1000,0.01,90"
"33541,1000,0.01,90"
"33551,1000,0.01,100"
"33562,1000,0.03,90"
"33572,1000,0.03,100"
"33583,1000,0.01,90"
"33594,1000,0.00,90"
"33604,1000,0.01,100"
"33614,1000,0.03,100"
"33626,1000,0.03,83"
"33636,1000,0.02,100"
"33646,1000,0.03,100"
"33656,1000,0.01,100"
"33668,1000,0.02,83"
"33678,1000,-0.00,100"
"33688,1000,-0.04,100"
"33699,1000,-0.06,90"
"33710,1000,-0.05,90"
"33720,1000,-0.05,100"
"33731,1000,-0.02,90"
"33741,1000,-0.06,100"
"33752,1000,-0.06,90"
"33763,1000,-0.04,90"
"33773,1000,-0.08,100"
"33783,1000,-0.07,100"
"33795,1000,-0.04,83"
"33805,1000,-0.03,100"
"33815,1000,-0.07,100"
"33825,1000,-0.12,100"
"33837,1000,-0.06,83"
"33847,1000,-0.07,100"
"33857,1000,-0.06,100"
"33868,1000,-0.02,90"
"33879,1000,-0.07,90"
"33889,1000,-0.01,100"
"33900,1000,-0.03,90"
"33910,1000,-0.02,100"
"33921,1000,-0.00,90"
"33932,1000,-0.05,90"
"33942,1000,-0.03,100"
"33952,1000,-0.05,100"
"33964,1000,-0.04,83"
"33974,1000,-0.02,100"
"33984,1000,-0.04,100"
"33994,1000,-0.06,100"
"34006,1000,-0.10,83"
"34016,1000,-0.04,100"
"34026,1000,-0.01,100"
"34037,1000,-0.04,90"
"34048,1000,-0.06,90"
"34058,1000,-0.05,100"
"34069,1000,-0.03,90"
"34079,1000,-0.02,100"
"34089,1000,-0.03,100"
"34101,1000,-0.04,83"
"34111,1000,-0.02,100"
"34121,1000,-0.00,100"
"34132,1000,-0.02,90"
"34143,1000,-0.02,90"
"34153,1000,-0.03,100"
"34163,1000,-0.02,100"
"34174,1000,-0.00,90"
"34185,1000,-0.03,90"
"34195,1000,-0.03,100"
"34206,1000,-0.01,90"
"34216,1000,-0.01,100"
"34227,1000,0.01,90"
"34238,1000,0.01,90"
"34248,1000,-0.01,100"
"34258,1000,-0.03,100"
"34270,1000,-0.01,83"
"34280,1000,-0.02,100"
"34290,1000,-0.01,100"
"34301,1000,0.02,90"
"34312,1000,0.03,90"
"34322,1000,-0.00,100"
"34332,1000,-0.02,100"
"34343,1000,-0.02,90"
"34354,1000,-0.03,90"
"34364,1000,-0.01,100"
"34375,1000,0.06,90"
"34385,1000,0.04,100"
"34396,1000,-0.01,90"
"34407,1000,0.01,90"
"34417,1000,-0.02,100"
"34427,1000,0.01,100"
"34438,1000,0.00,90"
"34449,1000,-0.04,90"
"34459,1000,0.04,100"
"34469,1000,0.00,100"
"34481,1000,-0.01,83"
"34491,1000,-0.04,100"
"34501,1000,-0.05,100"
"34512,1000,-0.01,90"
"34523,1000,-0.02,90"
"34533,1000,0.02,100"
"34544,1000,0.02,90"
"34554,1000,0.04,100"
"34565,1000,-0.00,90"
"34575,1000,0.01,100"
"34586,1000,0.02,90"
"34596,1000,-0.00,100"
"34607,1000,-0.01,90"
"34618,1000,0.02,90"
"34628,1000,-0.01,100"
"34638,1000,-0.05,100"
"34650,1000,-0.04,83"
"34660,1000,0.01,100"
"34670,1000,-0.05,100"
"34681,1000,-0.01,90"
"34692,1000,-0.02,90"
"34702,1000,-0.07,100"
"34713,1000,-0.03,90"
"34723,1000,0.01,100"
"34734,1000,-0.03,90"
"34744,1000,0.01,100"
"34755,1000,-0.02,90"
"34765,1000,-0.00,100"
"34776,1000,-0.02,90"
"34787,1000,-0.02,90"
"34797,1000,-0.02,100"
"34807,1000,0.00,100"
"34819,1000,-0.03,83"
"34829,1000,-0.04,100"
"34839,1000,-0.05,100"
"34850,1000,-0.01,90"
"34861,1000,-0.04,90"
"34871,1000,-0.03,100"
"34882,1000,-0.03,90"
"34892,1000,-0.02,100"
"34903,1000,-0.02,90"
"34913,1000,-0.01,100"
"34924,1000,0.00,90"
"34934,1000,-0.01,100"
"34945,1000,-0.02,90"
"34956,1000,-0.04,90"
"34966,1000,-0.08,100"
"34976,1000,-0.07,100"
"34988,1000,-0.03,83"
"34998,1000,0.00,100"
"35008,1000,-0.04,100"
"35019,1000,0.01,90"
"35030,1000,-0.03,90"
"35040,1000,-0.07,100"
"35051,1000,-0.01,90"
"35061,1000,-0.01,100"
"35072,1000,-0.00,90"
"35082,1000,-0.00,100"
"35093,1000,-0.05,90"
"35103,1000,-0.04,100"
"35113,1000,-0.02,100"
"35125,1000,-0.03,83"
"35135,1000,-0.04,100"
"35145,1000,-0.01,100"
"35156,1000,-0.00,90"
"35167,1000,-0.02,90"
"35177,1000,-0.02,100"
"35188,1000,-0.07,90"
"35198,1000,-0.03,100"
"35209,1000,-0.04,90"
"35219,1000,-0.04,100"
"35230,1000,-0.07,90"
"35240,1000,-0.06,100"
"35251,1000,-0.03,90"
"35262,1000,-0.06,90"
"35272,1000,-0.08,100"
"35282,1000,-0.03,100"
"35294,1000,-0.02,83"
"35304,1000,-0.03,100"
"35314,1000,0.00,100"
"35325,1000,-0.02,90"
"35336,1000,0.01,90"
"35346,1000,0.03,100"
"35357,1000,0.04,90"
"35367,1000,0.07,100"
"35378,1000,0.03,90"
"35388,1000,0.03,100"
"35399,1000,0.02,90"
"35409,1000,-0.01,100"
"35420,1000,-0.03,90"
"35431,1000,-0.00,90"
"35441,1000,0.02,100"
"35451,1000,0.00,100"
"35463,1000,0.00,83"
"35473,1000,-0.02,100"
"35483,1000,-0.03,100"
"35494,1000,-0.04,90"
"35505,1000,-0.03,90"
"35515,1000,-0.05,100"
"35525,1000,-0.01,100"
"35536,1000,-0.00,90"
"35547,1000,-0.02,90"
"35557,1000,-0.02,100"
"35568,1000,-0.01,90"
"35578,1000,0.04,100"
"35589,1000,0.01,90"
"35600,1000,0.03,90"
"35610,1000,-0.01,100"
"35620,1000,0.01,100"
"35632,1000,-0.04,83"
"35642,1000,-0.02,100"
"35652,1000,-0.03,100"
"35663,1000,-0.03,90"
"35674,1000,0.01,90"
"35684,1000,-0.04,100"
"35694,1000,-0.06,100"
"35705,1000,-0.06,90"
"35716,1000,-0.02,90"
"35726,1000,-0.00,100"
"35737,1000,0.02,90"
"35747,1000,0.02,100"
"35758,1000,0.01,90"
"35769,1000,-0.02,90"
"35779,1000,-0.01,100"
"35789,1000,0.03,100"
"35801,1000,-0.01,83"
"35811,1000,-0.03,100"
"35821,1000,0.00,100"
"35831,1000,-0.03,100"
"35843,1000,0.02,83"
"35853,1000,-0.02,100"
"35863,1000,-0.00,100"
"35874,1000,-0.04,90"
"35885,1000,-0.04,90"
"35895,1000,-0.04,100"
"35906,1000,0.01,90"
"35916,1000,-0.00,100"
"35927,1000,0.02,90"
"35938,1000,0.03,90"
"35948,1000,0.00,100"
"35958,1000,-0.03,100"
"35969,1000,-0.02,90"
"35980,1000,-0.01,90"
"35990,1000,-0.00,100"
"36000,1000,0.01,100"
"36012,1000,-0.01,83"
"36022,1000,0.02,100"
"36032,1000,-0.01,100"
"36043,1000,-0.09,90"
"36054,1000,-0.03,90"
"36064,1000,-0.02,100"
"36075,1000,-0.01,90"
"36085,1000,-0.02,100"
"36096,1000,-0.03,90"
"36107,1000,-0.03,90"
"36117,1000,-0.02,100"
"36127,1000,0.03,100"
"36137,1000,0.00,100"
"36149,1000,0.01,83"
"36159,1000,0.01,100"
"36169,1000,0.01,100"
"36180,1000,-0.04,90"
"36191,1000,-0.05,90"
"36201,1000,0.01,100"
"36212,1000,0.02,90"
"36222,1000,0.09,100"
"36233,1000,0.02,90"
"36244,1000,0.01,90"
"36254,1000,-0.05,100"
"36264,1000,-0.02,100"
"36276,1000,0.01,83"
"36286,1000,0.04,100"
"36296,1000,-0.01,100"
"36306,1000,-0.01,100"
"36318,1000,0.00,83"
"36328,1000,-0.00,100"
"36338,1000,0.02,100"
"36349,1000,-0.01,90"
"36360,1000,-0.02,90"
"36370,1000,-0.02,100"
"36381,1000,0.04,90"
"36391,1000,0.05,100"
"36402,1000,0.03,90"
"36413,1000,0.01,90"
"36423,1000,-0.00,100"
"36433,1000,-0.01,100"
"36445,1000,-0.02,83"
"36455,1000,-0.01,100"
"36465,1000,-0.04,100"
"36475,1000,-0.03,100"
"36487,1000,-0.06,83"
"36497,1000,-0.06,100"
"36507,1000,-0.06,100"
"36518,1000,-0.01,90"
"36529,1000,-0.04,90"
"36539,1000,-0.02,100"
"36550,1000,0.03,90"
"36560,1000,0.02,100"
"36571,1000,0.01,90"
"36582,1000,0.01,90"
"36592,1000,0.04,100"
"36602,1000,0.03,100"
"36614,1000,0.02,83"
"36624,1000,-0.05,100"
"36634,1000,-0.07,100"
"36644,1000,-0.06,100"
"36656,1000,-0.04,83"
"36666,1000,-0.02,100"
"36676,1000,-0.01,100"
"36687,1000,0.04,90"
"36698,1000,-0.01,90"
"36708,1000,-0.02,100"
"36719,1000,0.04,90"
"36729,1000,-0.03,100"
"36740,1000,-0.03,90"
"36751,1000,-0.01,90"
"36761,1000,-0.06,100"
"36771,1000,-0.09,100"
"36782,1000,-0.04,90"
"36793,1000,-0.04,90"
"36803,1000,-0.02,100"
"36813,1000,-0.00,100"
"36825,1000,-0.04,83"
"36835,1000,-0.05,100"
"36845,1000,-0.02,100"
"36856,1000,-0.02,90"
"36867,1000,0.01,90"
"36877,1000,-0.04,100"
"36888,1000,-0.03,90"
"36898,1000,0.03,100"
"36909,1000,0.03,90"
"36919,1000,-0.03,100"
"36930,1000,0.04,90"
"36940,1000,-0.02,100"
"36951,1000,-0.05,90"
"36962,1000,-0.08,90"
"36972,1000,0.00,100"
"36982,1000,-0.01,100"
"36994,1000,-0.00,83"
"37004,1000,0.01,100"
"37014,1000,-0.02,100"
"37025,1000,-0.02,90"
"37036,1000,0.03,90"
"37046,1000,-0.00,100"
"37057,1000,-0.04,90"
"37067,1000,-0.03,100"
"37078,1000,-0.05,90"
"37088,1000,-0.09,100"
"37099,1000,-0.09,90"
"37109,1000,-0.06,100"
"37120,1000,-0.05,90"
"37131,1000,-0.06,90"
"37141,1000,-0.07,100"
"37151,1000,-0.07,100"
"37163,1000,-0.04,83"
"37173,1000,-0.06,100"
"37183,1000,-0.04,100"
"37194,1000,-0.02,90"
"37204,1000,-0.04,100"
"37215,1000,-0.07,90"
"37225,1000,-0.11,100"
"37236,1000,-0.03,90"
"37246,1000,-0.05,100"
"37257,1000,-0.04,90"
"37268,1000,-0.04,90"
"37278,1000,-0.03,100"
"37288,1000,-0.04,100"
"37300,1000,-0.01,83"
"37310,1000,-0.04,100"
"37320,1000,-0.05,100"
"37331,1000,-0.06,90"
"37342,1000,-0.07,90"
"37352,1000,-0.10,100"
"37363,1000,-0.07,90"
"37373,1000,-0.08,100"
"37384,1000,-0.06,90"
"37394,1000,-0.09,100"
"37405,1000,-0.05,90"
"37415,1000,-0.04,100"
"37426,1000,-0.04,90"
"37437,1000,-0.03,90"
"37447,1000,0.01,100"
"37457,1000,-0.02,100"
"37469,1000,-0.04,83"
"37479,1000,-0.01,100"
"37489,1000,-0.01,100"
"37500,1000,-0.01,90"
"37511,1000,-0.04,90"
"37521,1000,-0.00,100"
"37532,1000,-0.04,90"
"37542,1000,-0.05,100"
"37553,1000,-0.04,90"
"37563,1000,0.01,100"
"37574,1000,0.02,90"
"37584,1000,-0.04,100"
"37595,1000,-0.02,90"
"37606,1000,0.01,90"
"37616,1000,-0.01,100"
"37626,1000,-0.00,100"
"37638,1000,0.02,83"
"37648,1000,-0.02,100"
"37658,1000,-0.02,100"
"37669,1000,-0.02,90"
"37680,1000,-0.06,90"
"37690,1000,-0.03,100"
"37701,1000,-0.02,90"
"37711,1000,-0.03,100"
"37722,1000,-0.07,90"
"37732,1000,-0.03,100"
"37743,1000,-0.01,90"
"37753,1000,-0.03,100"
"37764,1000,-0.06,90"
"37775,1000,-0.03,90"
"37785,1000,-0.04,100"
"37795,1000,-0.03,100"
"37807,1000,-0.05,83"
"37817,1000,-0.04,100"
"37827,1000,-0.03,100"
"37838,1000,-0.11,90"
"37849,1000,-0.04,90"
"37859,1000,-0.06,100"
"37869,1000,0.01,100"
"37880,1000,-0.00,90"
"37891,1000,-0.05,90"
"37901,1000,-0.03,100"
"37912,1000,-0.04,90"
"37922,1000,-0.03,100"
"37933,1000,-0.04,90"
"37944,1000,-0.06,90"
"37954,1000,-0.01,100"
"37964,1000,-0.02,100"
"37976,1000,-0.03,83"
"37986,1000,-0.07,100"
"37996,1000,-0.03,100"
"38007,1000,-0.06,90"
"38018,1000,-0.04,90"
"38028,1000,-0.04,100"
"38038,1000,-0.05,100"
"38049,1000,-0.04,90"
"38060,1000,0.01,90"
"38070,1000,-0.01,100"
"38081,1000,-0.03,90"
"38091,1000,-0.05,100"
"38102,1000,-0.06,90"
"38113,1000,-0.05,90"
"38123,1000,-0.08,100"
"38133,1000,-0.07,100"
"38145,1000,-0.08,83"
"38155,1000,-0.02,100"
"38165,1000,-0.01,100"
"38175,1000,-0.02,100"
"38187,1000,0.01,83"
"38197,1000,0.01,100"
"38207,1000,0.00,100"
"38218,1000,-0.04,90"
"38228,1000,-0.03,100"
"38239,1000,-0.02,90"
"38250,1000,-0.02,90"
"38260,1000,-0.02,100"
"38270,1000,-0.03,100"
"38282,1000,-0.03,83"
"38292,1000,-0.03,100"
"38302,1000,-0.04,100"
"38313,1000,-0.02,90"
"38324,1000,-0.05,90"
"38334,1000,-0.04,100"
"38345,1000,-0.03,90"
"38355,1000,-0.06,100"
"38366,1000,-0.04,90"
"38376,1000,-0.06,100"
"38387,1000,-0.06,90"
"38397,1000,-0.01,100"
"38408,1000,-0.07,90"
"38419,1000,-0.08,90"
"38429,1000,-0.03,100"
"38439,1000,-0.04,100"
"38451,1000,-0.01,83"
"38461,1000,0.01,100"
"38471,1000,-0.03,100"
"38482,1000,-0.01,90"
"38493,1000,-0.01,90"
"38503,1000,-0.02,100"
"38514,1000,-0.04,90"
"38524,1000,0.00,100"
"38535,1000,-0.04,90"
"38545,1000,-0.00,100"
"38556,1000,-0.00,90"
"38566,1000,0.01,100"
"38577,1000,-0.01,90"
"38588,1000,-0.00,90"
"38598,1000,-0.01,100"
"38608,1000,-0.05,100"
"38620,1000,-0.00,83"
"38630,1000,0.03,100"
"38640,1000,0.05,100"
"38651,1000,0.01,90"
"38662,1000,0.02,90"
"38672,1000,0.01,100"
"38682,1000,-0.00,100"
"38693,1000,0.01,90"
"38704,1000,0.01,90"
"38714,1000,-0.01,100"
"38725,1000,-0.02,90"
"38735,1000,0.01,100"
