Calculating Current Offset...
Current Offset: 5.91
Time,PWM,Throttle,Current,Error,PID_P,PID_D,PID_I,PID
25777,1215,1249,4.83,-1.83,-183.03,0.05,232.01,49.02
25791,1208,1470,2.63,0.37,36.69,0.31,233.11,270.11
25806,1201,1533,2.02,0.98,97.73,0.08,236.04,333.85
25822,1215,1159,5.68,-2.68,-268.48,-0.46,227.98,-40.96
25836,1214,1239,4.83,-1.83,-183.25851,1215,1485,2.39,0.61,61.11,03,0.12,222.49,39.58
0.33,224.33,285.76
25866,1209,1525,2.02,0.98,97.73,0.05,227.26,325.04
25881,1214,1213,5.07,-2.07,-207.45,-0.41,221.03,13.18
25896,1214,1056,6.54,-3.54,-353.93,-0.20,210.42,-143.71
25911,1215,1763,-0.42,3.42,341.87,0.93,220.67,563.47
25926,1201,1772,-0.42,3.42,341.87,0.00,230.93,572.80
25940,1208,1619,1.17,1.83,183.18,-0.23,236.42,419.38
25956,1214,1536,2.02,0.98,97.73,-0.11,239.36,336.98
25971,1215,1426,3.12,-0.12,-12.13,-0.15,238.99,226.71
25986,1201,1476,2.63,0.37,36.69,0.07,240.09,276.85
26001,1215,1364,3.73,-0.73,-73.17,-0.15,237.90,164.58
26015,1208,1286,4.46,-1.46,-146.41,-0.10,233.51,86.99
26031,1214,2000,-4.08,7.08,708.08,1.07,254.75,963.90
26046,1200,1982,-2.13,5.13,512.77,-0.26,270.13,782.64
26060,1214,1456,3.12,-0.12,-12.13,-0.75,269.77,256.88
26076,1215,1218,5.44,-2.44,-244.07,-0.29,262.45,18.09
26090,1215,1236,5.20,-2.20,-219.65,0.03,255.86,36.24
26105,1200,1393,3.61,-0.61,-60.96,0.21,254.03,193.28
26121,1208,1680,0.80,2.20,219.80,0.35,260.62,480.77
26135,1215,1183,5.68,-2.68,-268.48,-0.70,252.57,-16.61
26150,1215,1163,5.81,-2.81,-280.69,-0.02,244.15,-36.56
26165,1201,1356,3.85,-0.85,-85.38,0.26,241.58,156.47
26180,1215,1580,1.66,1.34,134.35,0.29,245.61,380.26
26195,1208,1155,5.81,-2.81,-280.69,-0.55,237.19,-44.05
26210,1215,1034,6.91,-3.91,-390.55,-0.15,225.48,-165.22
26225,1215,1426,3.00,0.00,0.07,0.52,225.48,226.07
26240,1215,1778,-0.42,3.42,341.87,0.46,235.74,578.06
26255,1214,1611,1.29,1.71,170.97,-0.23,240.86,411.61
26269,1209,1528,2.14,0.86,85.52,-0.12,243.43,328.83
26285,1214,1569,1.78,1.22,122.14,0.05,247.09,369.28
26300,1214,1472,2.76,0.24,24.49,-0.13,247.83,272.19
26314,1215,1347,3.98,-0.98,-97.58,-0.17,244.90,147.14
26330,1215,1936,-1.76,4.76,476.15,0.72,259.19,736.05
26344,1208,1987,-2.13,5.13,512.77,0.05,274.57,787.39
26359,1215,1499,2.76,0.24,24.49,-0.65,275.30,299.14
26375,1214,1273,4.95,-1.95,-195.24,-0.27,269.45,73.93
26389,1215,1217,5.44,-2.44,-244.07,-0.07,262.13,17.99
26404,1215,1437,3.24,-0.24,-24.34,0.29,261.39,237.35
26419,1209,1247,5.07,-2.07,-207.45,-0.24,255.17,47.48
26434,1215,1254,4.95,-1.95,-195.24,0.02,249.31,54.09
26449,1214,1500,2.51,0.49,48.90,0.33,250.78,300.01
26464,1215,1752,0.07,2.93,293.04,0.33,259.57,552.94
26479,1215,1081,6.66,-3.66,-366.14,-0.88,248.59,-118.43
26493,1208,1801,-0.42,3.42,341.87,1.01,258.84,601.73
26509,1215,1622,1.41,1.59,158.76,-0.23,263.61,422.14
26524,1215,1639,1.29,1.71,170.97,0.02,268.74,439.72
26539,1215,1569,2.02,0.98,97.73,-0.10,271.67,369.30
26554,1215,1446,3.24,-0.24,-24.34,-0.16,270.94,246.43
26568,1215,1420,3.49,-0.49,-48.75,-0.03,269.48,220.69
26584,1215,1394,3.73,-0.73,-73.17,-0.03,267.28,194.08
26599,1209,1303,4.59,-1.59,-158.62,-0.11,262.52,103.79
26613,1214,1853,-0.78,3.78,378.49,0.77,273.88,653.14
26629,1214,1272,4.95,-1.95,-195.24,-0.72,268.02,72.06
26643,1215,1241,5.20,-2.20,-219.65,-0.03,261.43,41.74
26658,1215,1537,2.27,0.73,73.32,0.39,263.63,337.34
26673,1208,1148,6.05,-3.05,-305.10,-0.50,254.48,-51.13
26688,1214,1140,6.05,-3.05,-305.10,0.00,245.32,-59.78
26703,1215,1156,5.81,-2.81,-280.69,0.03,236.90,-43.75
26718,1215,1538,2.02,0.98,97.73,0.50,239.83,338.07
26733,1215,1062,6.66,-3.66,-366.14,-0.62,228.85,-137.91
26748,1209,1781,-0.42,3.42,341.87,0.94,239.11,581.92
26763,1215,1791,-0.42,3.42,341.87,0.00,249.36,591.23
26778,1214,1612,1.41,1.59,158.76,-0.24,254.13,412.65
26792,1215,1516,2.39,0.61,61.11,-0.14,255.96,316.93
26808,1201,1506,2.51,0.49,48.90,-0.02,257.43,306.31
26822,1209,1482,2.76,0.24,24.49,-0.03,258.16,282.61
26838,1215,1407,3.49,-0.49,-48.75,-0.09,256.70,207.85
26853,1215,1230,5.20,-2.20,-219.65,-0.23,250.11,30.23
26867,1201,1752,0.07,2.93,293.04,0.73,258.90,552.67
26883,1214,1999,-2.25,5.25,524.98,0.29,274.65,799.91
26897,1208,1259,5.07,-2.07,-207.45,-1.05,268.43,59.93
26912,1215,1330,4.34,-1.34,-134.20,0.10,264.40,130.29
26928,1201,1565,2.02,0.98,97.73,0.29,267.33,365.35
26942,1215,1643,1.29,1.71,170.97,0.10,272.46,443.54
26957,1215,1258,5.07,-2.07,-207.45,-0.50,266.24,58.29
26972,1208,1252,5.07,-2.07,-207.45,0.00,260.01,52.57
26987,1201,1485,2.76,0.24,24.49,0.31,260.75,285.54
27002,1215,1737,0.31,2.69,268.63,0.33,268.81,537.76
27017,1214,1191,5.68,-2.68,-268.48,-0.72,260.75,-8.45
27032,1215,1196,5.56,-2.56,-256.27,0.02,253.06,-3.19
27046,1201,1289,4.59,-1.59,-158.62,0.14,248.31,89.83
27062,1215,1599,1.53,1.47,146.56,0.38,252.70,399.64
27077,1209,1137,6.05,-3.05,-305.10,-0.60,243.55,-62.16
27091,1214,1129,6.05,-3.05,-305.10,0.00,234.40,-70.71
27107,1201,1321,4.10,-1.10,-109.79,0.24,231.10,121.56
27121,1214,1443,2.88,0.12,12.28,0.17,231.47,243.93
