Time,PWM,Throttle,A,e,P,D,I,PID
23763,1214,1370,2.37,0.63,31.41,0,139.29,170.7
23779,1214,1505,-0.19,3.19,159.58,0,145.67,305.25
23793,1213,1245,4.94,-1.94,-96.77,0,141.8,45.03
23809,1215,1215,5.42,-2.42,-121.18,0,136.95,15.77
23823,1212,1331,3.1,-0.1,-5.21,0,136.74,131.53
23838,1215,1464,0.54,2.46,122.96,0,141.66,264.62
23854,1214,1221,5.3,-2.3,-115.08,0,137.06,21.98
23868,1214,1179,6.03,-3.03,-151.7,0,130.99,-20.71
23883,1214,1300,3.59,-0.59,-29.63,0,129.81,100.18
23898,1209,1343,2.74,0.26,13.1,0,130.33,143.43
23913,1215,1502,-0.31,3.31,165.69,0,136.96,302.64
23928,1214,1236,4.94,-1.94,-96.77,0,133.09,36.32
23943,1215,1238,4.81,-1.81,-90.66,0,129.46,38.8
23958,1214,1285,3.84,-0.84,-41.83,0,127.79,85.95
23972,1209,1379,2.01,0.99,49.72,0,129.78,179.5
23988,1214,1438,0.91,2.09,104.65,0,133.96,238.61
24003,1215,1442,0.91,2.09,104.65,0,138.15,242.8
24017,1215,1281,4.08,-1.08,-54.04,0,135.99,81.95
24033,1215,1292,3.84,-0.84,-41.83,0,134.31,92.48
24047,1208,1424,1.27,1.73,86.34,0,137.77,224.11
24062,1215,1516,-0.44,3.44,171.79,0,144.64,316.43
,,,,,,,,
,,,,,,,,
24108,1215,1399,1.76,1.24,61.93,0,137.91,199.84
24122,1208,1472,0.42,2.58,129.06,0,143.07,272.14
24137,1215,1166,6.4,-3.4,-170.01,0,136.27,-33.74
24153,1215,1210,5.42,-2.42,-121.18,0,131.42,10.25
24167,1215,1287,3.84,-0.84,-41.83,0,129.75,87.92
24182,1215,1470,0.3,2.7,135.17,0,135.16,270.33
24197,1208,1177,6.03,-3.03,-151.7,0,129.09,-22.61
24212,1214,1222,5.06,-2.06,-102.87,0,124.98,22.11
24227,1201,1281,3.84,-0.84,-41.83,0,123.3,81.47
24242,1215,1387,1.76,1.24,61.93,0,125.78,187.71
24257,1215,1498,-0.31,3.31,165.69,0,132.41,298.09
24271,1209,1193,5.67,-2.67,-133.39,0,127.07,-6.31
24287,1201,1232,4.81,-1.81,-90.66,0,123.44,32.78
24301,1214,1318,3.1,-0.1,-5.21,0,123.24,118.02
24316,1215,1413,1.27,1.73,86.34,0,126.69,213.03
24332,1214,1264,4.2,-1.2,-60.14,0,124.28,64.14
24346,1201,1369,2.13,0.87,43.62,0,126.03,169.64
24361,1214,1403,1.52,1.48,74.13,0,128.99,203.13
24376,1209,1329,2.98,0.02,0.89,0,129.03,129.92
24391,1214,1456,0.54,2.46,122.96,0,133.95,256.91
24407,1201,1455,0.66,2.34,116.86,0,138.62,255.48
24421,1214,1231,5.06,-2.06,-102.87,0,134.51,31.64
24436,1214,1252,4.57,-1.57,-78.45,0,131.37,52.92
24451,1209,1383,2.01,0.99,49.72,0,133.36,183.08
24466,1215,1442,0.91,2.09,104.65,0,137.54,242.2
24481,1215,1446,0.91,2.09,104.65,0,141.73,246.38
24496,1214,1260,4.57,-1.57,-78.45,0,138.59,60.14
24511,1214,1301,3.71,-0.71,-35.73,0,137.16,101.43
24525,1194,1376,2.25,0.75,37.51,0,138.66,176.18
24541,1215,1409,1.64,1.36,68.03,0,141.38,209.41
24556,1215,1304,3.71,-0.71,-35.73,0,139.96,104.23
24570,1214,1378,2.25,0.75,37.51,0,141.46,178.97
24586,1201,1431,1.27,1.73,86.34,0,144.91,231.25
24600,1209,1453,0.91,2.09,104.65,0,149.1,253.75
24615,1214,1261,4.69,-1.69,-84.56,0,145.71,61.16
24631,1215,1314,3.59,-0.59,-29.63,0,144.53,114.9
24645,1200,1383,2.25,0.75,37.51,0,146.03,183.54
24660,1214,1454,0.91,2.09,104.65,0,150.21,254.87
24675,1208,1148,6.89,-3.89,-194.42,0,142.44,-51.98
24690,1214,1254,4.69,-1.69,-84.56,0,139.06,54.5
24705,1200,1365,2.49,0.51,25.31,0,140.07,165.37
24720,1214,1448,0.91,2.09,104.65,0,144.25,248.9
24735,1214,1205,5.67,-2.67,-133.39,0,138.92,5.53
24750,1209,1257,4.57,-1.57,-78.45,0,135.78,57.33
24765,1201,1374,2.25,0.75,37.51,0,137.28,174.79
24779,1214,1458,0.66,2.34,116.86,0,141.96,258.81
24795,1215,1171,6.28,-3.28,-163.9,0,135.4,-28.5
24810,1215,1247,4.69,-1.69,-84.56,0,132.02,47.46
24824,1215,1275,4.08,-1.08,-54.04,0,129.85,75.81
24840,1215,1368,2.25,0.75,37.51,0,131.36,168.87
24854,1209,1535,-0.92,3.92,196.2,0,139.2,335.41
24869,1215,1111,7.38,-4.38,-218.84,0,130.45,-88.39
24885,1214,1223,5.06,-2.06,-102.87,0,126.34,23.47
24899,1215,1276,3.96,-0.96,-47.94,0,124.42,76.48
24914,1215,1414,1.27,1.73,86.34,0,127.87,214.21
24929,1209,1341,2.74,0.26,13.1,0,128.4,141.49
24944,1215,1259,4.32,-1.32,-66.25,0,125.75,59.5
24960,1215,1415,1.27,1.73,86.34,0,129.2,215.54
24974,1214,1247,4.57,-1.57,-78.45,0,126.06,47.61
24989,1215,1314,3.23,-0.23,-11.32,0,125.61,114.29
25004,1209,1459,0.42,2.58,129.06,0,130.77,259.84
25019,1215,1173,6.03,-3.03,-151.7,0,124.7,-26.99
25034,1214,1166,6.03,-3.03,-151.7,0,118.64,-33.06
25049,1215,1363,2.13,0.87,43.62,0,120.38,164
25064,1215,1397,1.52,1.48,74.13,0,123.35,197.48
25078,1209,1400,1.52,1.48,74.13,0,126.31,200.44
25094,1214,1428,1.03,1.97,98.55,0,130.25,228.8
25109,1215,1210,5.3,-2.3,-115.08,0,125.65,10.57
25123,1214,1250,4.45,-1.45,-72.35,0,122.76,50.4
25139,1215,1330,2.86,0.14,6.99,0,123.04,130.03
25153,1209,1419,1.15,1.85,92.44,0,126.73,219.18
25168,1215,1283,3.84,-0.84,-41.83,0,125.06,83.23
25183,1215,1237,4.69,-1.69,-84.56,0,121.68,37.12
25198,1215,1335,2.74,0.26,13.1,0,122.2,135.3
25213,1215,1475,0.05,2.95,147.38,0,128.1,275.47
25228,1209,1183,5.79,-2.79,-139.49,0,122.52,-16.97
25243,1215,1221,4.94,-1.94,-96.77,0,118.65,21.88
25257,1214,1287,3.59,-0.59,-29.63,0,117.46,87.83
25273,1215,1356,2.25,0.75,37.51,0,118.96,156.47
25288,1215,1408,1.27,1.73,86.34,0,122.42,208.76
25303,1214,1513,-0.68,3.68,184,0,129.77,313.77
25318,1214,1241,4.69,-1.69,-84.56,0,126.39,41.83
25332,1208,1282,3.84,-0.84,-41.83,0,124.72,82.89
25348,1215,1382,1.88,1.12,55.82,0,126.95,182.77
25363,1215,1454,0.54,2.46,122.96,0,131.87,254.83
25377,1215,1180,5.91,-2.91,-145.59,0,126.05,-19.55
25393,1215,1225,4.94,-1.94,-96.77,0,122.18,25.41
25407,1209,1329,2.86,0.14,6.99,0,122.46,129.45
25422,1215,1405,1.4,1.6,80.24,0,125.67,205.9
25438,1215,1256,4.32,-1.32,-66.25,0,123.02,56.77
25452,1214,1368,2.13,0.87,43.62,0,124.76,168.38
25467,1201,1490,-0.19,3.19,159.58,0,131.14,290.73
25482,1208,1535,-0.92,3.92,196.2,0,138.99,335.2
25497,1215,1289,3.96,-0.96,-47.94,0,137.07,89.14
25512,1214,1268,4.32,-1.32,-66.25,0,134.42,68.18
25527,1201,1367,2.37,0.63,31.41,0,135.68,167.09
25542,1215,1381,2.13,0.87,43.62,0,137.43,181.04
25556,1209,1439,1.03,1.97,98.55,0,141.37,239.91
25572,1215,1266,4.45,-1.45,-72.35,0,138.47,66.12
25587,1201,1256,4.57,-1.57,-78.45,0,135.33,56.88
25602,1214,1399,1.76,1.24,61.93,0,137.81,199.74
25617,1215,1383,2.13,0.87,43.62,0,139.56,183.17
25631,1208,1448,0.91,2.09,104.65,0,143.74,248.39
25647,1201,1420,1.52,1.48,74.13,0,146.71,220.84
