time,in,out
1.108058949880668297e+04,-4.058949880668297205e-02,1.000000000000000000e+03
1.109060143198090736e+04,-4.949880668257720245e-02,1.000000000000000000e+03
1.110061336515513176e+04,-4.115552903739019830e-02,1.000000000000000000e+03
1.111062529832935616e+04,-8.312649164678076463e-02,1.000000000000000000e+03
1.112063723150358055e+04,-7.429594272076263384e-02,1.000000000000000000e+03
1.113064916467780495e+04,-6.235083532219505564e-02,1.000000000000000000e+03
1.114066109785202934e+04,-3.214146235625693626e-02,1.000000000000000000e+03
1.115067303102625374e+04,-1.393360815795114706e-02,1.000000000000000000e+03
1.116068496420047813e+04,-2.136992840095626456e-02,1.000000000000000000e+03
1.117069689737470253e+04,-1.860620525059494129e-02,1.000000000000000000e+03
1.118070883054892693e+04,-4.852824184551230574e-04,1.000000000000000000e+03
1.119072076372315132e+04,2.558472553697356197e-03,1.000000000000000000e+03
1.120073269689737572e+04,-6.606639184203893546e-03,1.000000000000000000e+03
1.121074463007160011e+04,0.000000000000000000e+00,1.000000000000000000e+03
1.122075656324582451e+04,-5.011933174226380384e-03,1.000000000000000000e+03
1.123076849642004890e+04,-1.517682794532116894e-02,1.000000000000000000e+03
1.124078042959427330e+04,1.156085918854660166e-02,1.000000000000000000e+03
1.125079236276849588e+04,3.079236276849587478e-02,1.000000000000000000e+03
1.126080429594272027e+04,3.396778042959795046e-02,1.000000000000000000e+03
1.127081622911694467e+04,-4.112171837708501060e-02,1.000000000000000000e+03
1.128082816229116906e+04,-2.351551312649280759e-02,1.000000000000000000e+03
1.129084009546539346e+04,-1.115990453460653960e-02,1.000000000000000000e+03
1.130085202863961786e+04,2.218919505315583574e-02,1.000000000000000000e+03
1.131086396181384225e+04,-5.745280972010241571e-03,1.000000000000000000e+03
1.132087589498806665e+04,1.750488175309080144e-02,1.000000000000000000e+03
1.133088782816229104e+04,2.233651551312686862e-02,1.000000000000000000e+03
1.134089976133651544e+04,1.000000000000000021e-02,1.000000000000000000e+03
1.135091169451073984e+04,-1.463206046141597889e-02,1.000000000000000000e+03
1.136092362768496423e+04,-1.253460620525037941e-02,1.000000000000000000e+03
1.137093556085918863e+04,3.393556085918862653e-02,1.000000000000000000e+03
1.138094749403341302e+04,1.846821436320169804e-02,1.000000000000000000e+03
1.139095942720763742e+04,-1.730961162942052864e-02,1.000000000000000000e+03
1.140097136038186181e+04,-1.179214580169255823e-02,1.000000000000000000e+03
1.141098329355608621e+04,-1.705011933174137295e-02,1.000000000000000000e+03
1.142099522673031061e+04,8.009546539378789229e-03,1.000000000000000000e+03
1.143100715990453500e+04,-8.321400159108332042e-03,1.000000000000000000e+03
1.144101909307875940e+04,8.365155131265662389e-03,1.000000000000000000e+03
1.145103102625298379e+04,1.903102625298379313e-02,1.000000000000000000e+03
1.146104295942720819e+04,1.095704057279181173e-02,1.000000000000000000e+03
1.147105489260143258e+04,-3.115860273378447814e-02,1.000000000000000000e+03
1.148106682577565698e+04,-6.933391191147993127e-02,1.000000000000000000e+03
1.149107875894988138e+04,-2.851811672813545084e-02,1.000000000000000000e+03
1.150109069212410577e+04,0.000000000000000000e+00,1.000000000000000000e+03
1.151110262529833017e+04,1.220525059666033481e-02,1.000000000000000000e+03
1.152111455847255274e+04,1.490453460620604770e-02,1.000000000000000000e+03
1.153112649164677714e+04,1.000000000000000021e-02,1.000000000000000000e+03
1.154113842482100154e+04,2.655369928400614504e-02,1.000000000000000000e+03
1.155115035799522593e+04,3.868084183120200359e-02,1.000000000000000000e+03
1.156116229116945033e+04,4.012367107832026658e-02,1.000000000000000000e+03
1.157117422434367472e+04,9.652267303102415874e-02,1.000000000000000000e+03
1.158118615751789912e+04,1.060880885224601555e-01,1.000000000000000000e+03
1.159119809069212351e+04,5.000000000000000278e-02,1.000000000000000000e+03
1.160121002386634791e+04,4.596658711217363469e-02,1.000000000000000000e+03
1.161122195704057231e+04,1.259347653142564583e-02,1.000000000000000000e+03
1.162123389021479670e+04,1.000000000000000021e-02,1.000000000000000000e+03
1.163124582338902110e+04,1.924582338902109876e-02,1.000000000000000000e+03
1.164125775656324549e+04,1.158385766977682377e-02,1.000000000000000000e+03
1.165126968973746989e+04,4.758949880668131294e-02,1.000000000000000000e+03
1.166128162291169428e+04,3.815513126491713869e-02,1.000000000000000000e+03
1.167129355608591868e+04,2.999999999999999889e-02,1.000000000000000000e+03
1.168130548926014308e+04,2.999999999999999889e-02,1.000000000000000000e+03
1.169131742243436747e+04,3.526451869530622396e-02,1.000000000000000000e+03
1.170132935560859187e+04,3.567064439140812948e-02,1.000000000000000000e+03
1.171134128878281626e+04,2.999999999999999889e-02,1.000000000000000000e+03
1.172135322195704066e+04,2.999999999999999889e-02,1.000000000000000000e+03
1.173136515513126506e+04,3.917769581254106070e-02,1.000000000000000000e+03
1.174137708830548945e+04,6.950835322195780819e-02,1.000000000000000000e+03
1.175138902147971385e+04,8.914081145584615284e-02,1.000000000000000000e+03
1.176140095465393824e+04,4.579713603818527656e-02,1.000000000000000000e+03
1.177141288782816264e+04,2.513777392059141080e-02,1.000000000000000000e+03
1.178142482100238703e+04,5.845519635495623895e-02,1.000000000000000000e+03
1.179143675417661143e+04,2.204816663050389314e-02,1.000000000000000000e+03
1.180144868735083583e+04,3.889737470167164979e-02,1.000000000000000000e+03
1.181146062052506022e+04,5.720112822738222108e-02,1.000000000000000000e+03
1.182147255369928462e+04,2.919071382078321231e-02,1.000000000000000000e+03
1.183148448687350901e+04,1.251551312649098677e-02,1.000000000000000000e+03
1.184149642004773341e+04,1.000000000000000021e-02,1.000000000000000000e+03
1.185150835322195780e+04,1.000000000000000021e-02,1.000000000000000000e+03
1.186152028639618220e+04,2.185506617487672706e-02,1.000000000000000000e+03
1.187153221957040660e+04,3.502929051855144943e-02,1.000000000000000000e+03
1.188154415274463099e+04,2.182338902147603135e-02,1.000000000000000000e+03
1.189155608591885539e+04,1.366825775656616351e-02,1.000000000000000000e+03
1.190156801909307978e+04,7.159904534601080339e-03,1.000000000000000000e+03
1.191157995226730418e+04,-1.452028639617492303e-02,1.000000000000000000e+03
1.192159188544152858e+04,1.821870253850647187e-02,1.000000000000000000e+03
1.193160381861575297e+04,-1.518854415274108888e-02,1.000000000000000000e+03
1.194161575178997737e+04,1.000000000000000021e-02,1.000000000000000000e+03
1.195162768496420176e+04,8.858754610542250371e-03,1.000000000000000000e+03
1.196163961813842434e+04,-9.344760251680616150e-03,1.000000000000000000e+03
1.197165155131264873e+04,1.895465393794620174e-02,1.000000000000000000e+03
1.198166348448687313e+04,3.932696897374626105e-02,1.000000000000000000e+03
1.199167541766109753e+04,4.806284805091461110e-02,1.000000000000000000e+03
1.200168735083532192e+04,1.156324582339039037e-02,1.000000000000000000e+03
1.201169928400954632e+04,-1.399869819917512297e-02,1.000000000000000000e+03
1.202171121718377071e+04,-1.328878281622928627e-02,1.000000000000000000e+03
1.203172315035799511e+04,-3.888045129095355629e-03,1.000000000000000000e+03
1.204173508353221951e+04,-1.042742460403546338e-02,1.000000000000000000e+03
1.205174701670644390e+04,-1.525298329355609904e-02,1.000000000000000000e+03
1.206175894988066830e+04,9.035799522673188325e-03,1.000000000000000000e+03
1.207177088305489269e+04,2.999999999999999889e-02,1.000000000000000000e+03
1.208178281622911709e+04,2.721718377088291202e-02,1.000000000000000000e+03
1.209179474940334148e+04,1.237795617270504370e-02,1.000000000000000000e+03
1.210180668257756588e+04,-1.180668257756587944e-02,1.000000000000000000e+03
1.211181861575179028e+04,-2.495986114124620903e-02,1.000000000000000000e+03
1.212183054892601467e+04,-4.773486656541453543e-02,1.000000000000000000e+03
1.213184248210023907e+04,-2.042959427207527087e-02,1.000000000000000000e+03
1.214185441527446346e+04,-5.941766109785384664e-02,1.000000000000000000e+03
1.215186634844868786e+04,-6.986634844868785943e-02,1.000000000000000000e+03
1.216187828162291225e+04,-6.176809864757312057e-02,1.000000000000000000e+03
1.217189021479713665e+04,-2.054892601431675125e-02,1.000000000000000000e+03
1.218190214797136105e+04,1.370644391408313949e-02,1.000000000000000000e+03
1.219191408114558544e+04,2.000000000000000042e-02,1.000000000000000000e+03
1.220192601431980984e+04,3.888912996311773979e-02,1.000000000000000000e+03
1.221193794749403423e+04,6.079626817097133484e-02,1.000000000000000000e+03
1.222194988066825863e+04,7.494988066825863937e-02,1.000000000000000000e+03
1.223196181384248121e+04,8.992362768496241221e-02,1.000000000000000000e+03
1.224197374701670560e+04,7.927605409705999751e-02,1.000000000000000000e+03
1.225198568019093000e+04,3.507159904535001732e-02,1.000000000000000000e+03
1.226199761336515439e+04,5.995226730308786736e-03,1.000000000000000000e+03
1.227200954653937879e+04,3.584291603388425895e-03,1.000000000000000000e+03
1.228202147971360318e+04,-3.632458233890330235e-02,1.000000000000000000e+03
1.229203341288782758e+04,-1.624213495335425153e-02,1.000000000000000000e+03
1.230204534606205198e+04,2.004534606205197675e-02,1.000000000000000000e+03
1.231205727923627637e+04,2.994272076372362507e-02,1.000000000000000000e+03
1.232206921241050077e+04,2.005767700875064202e-02,1.000000000000000000e+03
1.233208114558472516e+04,2.840095465393763577e-02,1.000000000000000000e+03
1.234209307875894956e+04,2.190692124105043936e-02,1.000000000000000000e+03
1.235210501193317396e+04,2.000000000000000042e-02,1.000000000000000000e+03
1.236211694510739835e+04,6.427424604035464339e-02,1.000000000000000000e+03
1.237212887828162275e+04,7.351920156216114333e-02,1.000000000000000000e+03
1.238214081145584714e+04,3.929594272076429584e-02,1.000000000000000000e+03
1.239215274463007154e+04,3.219787372532170039e-03,1.000000000000000000e+03
1.240216467780429593e+04,5.494033412887802670e-03,1.000000000000000000e+03
